userId,movieId,rating
1,223,3.0
1,349,4.0
1,527,5.0
3,527,0.5
4,357,3.0
5,110,4.0
5,534,3.0
5,589,3.0
6,41,4.0
6,105,3.0
6,151,4.0
6,204,3.0
6,355,4.0
6,357,3.0
6,477,4.0
6,532,3.0
6,592,3.0
7,260,5.0
8,150,4.0
8,377,4.0
8,457,3.0
11,165,3.0
11,292,4.0
11,376,2.0
11,480,4.0
12,357,3.5
14,19,1.0
14,39,3.0
14,47,5.0
14,318,3.0
14,509,5.0
14,527,3.0
14,553,4.0
18,1,3.5
18,145,3.5
18,165,4.0
18,296,4.0
18,374,2.5
18,500,3.5
18,541,4.0
19,19,2.0
19,92,2.0
19,153,2.0
19,344,2.0
19,348,2.0
19,364,3.0
19,541,4.0
19,589,5.0
19,592,5.0
19,597,3.0
20,34,4.0
20,317,3.5
21,356,4.5
21,370,5.0
21,541,3.5
21,586,2.5
23,175,3.0
26,47,4.0
27,158,2.0
28,62,3.5
28,224,3.0
28,590,4.0
28,599,3.0
29,150,4.0
29,170,3.0
29,296,3.5
30,260,5.0
31,17,3.0
32,36,4.0
32,140,3.0
32,260,5.0
32,593,5.0
33,36,5.0
33,151,4.0
33,508,3.0
33,593,5.0
34,10,5.0
35,185,5.0
38,39,3.0
38,377,3.0
38,485,3.0
39,50,5.0
39,592,4.0
39,610,4.0
40,150,5.0
40,151,4.0
40,158,4.0
40,224,4.0
40,434,3.0
40,454,4.0
41,111,2.0
42,104,4.0
42,193,3.0
42,383,4.0
42,527,4.0
42,553,5.0
42,592,3.0
43,95,4.0
43,367,5.0
43,454,4.0
43,592,5.0
44,36,4.0
45,185,3.0
45,541,3.0
45,586,3.0
45,594,4.0
46,39,3.0
46,266,5.0
46,588,5.0
47,597,3.0
49,356,4.0
50,165,3.0
50,296,4.0
51,377,3.0
54,1,3.0
54,50,3.0
54,329,3.0
54,480,3.0
54,590,3.0
56,110,4.0
56,165,3.0
56,208,4.0
56,367,3.0
56,434,3.0
56,480,5.0
56,493,4.0
57,11,3.0
57,69,4.0
57,349,4.0
57,485,3.0
57,516,2.0
57,587,2.0
57,590,3.0
58,19,1.0
58,36,4.0
58,161,4.0
58,337,5.0
58,344,1.0
58,349,3.0
58,353,3.0
58,588,5.0
58,597,5.0
59,111,5.0
59,541,5.0
60,60,3.0
60,318,4.0
63,10,3.0
63,150,3.0
63,318,5.0
63,480,2.5
64,25,3.5
64,36,4.0
64,104,3.0
64,112,3.0
64,160,2.5
64,344,3.5
64,597,3.5
66,21,4.0
66,541,5.0
66,555,3.5
66,590,4.5
68,1,2.5
68,10,4.5
68,160,2.5
68,165,3.5
68,231,3.5
68,317,2.5
68,357,1.0
68,377,5.0
68,380,3.5
68,420,1.0
68,594,3.0
68,597,4.5
69,589,4.0
69,593,5.0
71,17,1.0
71,160,3.0
72,260,5.0
72,457,4.5
72,593,4.5
73,150,2.0
75,47,2.0
76,296,4.5
76,588,0.5
76,589,3.5
79,480,5.0
80,593,5.0
81,296,3.0
81,329,4.0
81,364,2.0
81,367,1.0
82,104,3.5
82,231,4.0
83,110,4.0
84,17,5.0
84,223,5.0
84,377,4.0
84,509,5.0
84,593,5.0
86,590,4.0
91,95,3.0
91,158,2.0
91,315,3.0
91,374,1.0
91,457,4.0
91,553,3.5
91,555,3.5
91,592,5.0
93,1,3.0
93,329,5.0
93,357,4.0
94,21,3.0
94,47,2.0
94,110,5.0
94,225,3.0
94,380,3.0
94,588,4.0
95,589,4.0
97,593,5.0
98,593,4.5
99,196,2.0
99,296,5.0
99,434,3.0
100,11,4.0
100,168,4.5
100,235,1.0
100,508,4.0
101,233,4.0
102,434,3.0
103,1,4.0
103,50,4.0
103,150,4.0
103,318,5.0
103,344,3.5
105,47,5.0
105,318,5.0
107,105,4.0
107,140,4.0
107,349,4.0
107,590,5.0
108,509,5.0
109,144,3.0
109,315,2.0
109,349,3.0
109,364,3.0
109,367,3.0
109,500,3.0
109,527,3.0
109,553,5.0
110,374,1.0
111,34,2.5
111,480,2.5
111,500,4.0
112,1,3.0
112,16,4.5
112,104,4.0
112,253,4.5
112,329,2.5
112,480,5.0
113,587,3.0
115,296,5.0
115,588,4.0
115,590,3.0
116,160,4.0
116,586,3.5
117,11,4.0
117,44,2.0
117,160,3.0
117,253,4.0
117,350,3.0
117,353,3.0
117,454,3.0
117,553,4.0
117,597,3.0
121,1,4.0
121,246,3.0
121,353,3.0
121,377,3.0
121,454,3.0
123,47,4.5
124,1,4.0
124,260,4.0
126,329,4.0
126,457,5.0
128,110,5.0
129,110,4.0
129,541,3.5
130,165,4.0
130,317,3.0
130,380,3.0
132,1,2.0
132,17,3.0
132,175,3.0
133,110,3.0
133,380,3.0
133,471,4.0
134,163,3.0
134,364,3.0
134,454,4.0
134,590,5.0
135,292,4.0
135,329,2.0
135,393,3.0
135,480,5.0
136,132,3.0
136,161,4.0
136,329,2.0
136,420,3.0
136,457,5.0
136,592,4.0
137,111,5.0
140,318,4.0
140,350,3.0
140,376,3.0
140,377,4.0
140,599,4.0
141,231,3.0
141,260,4.0
141,500,3.0
142,50,5.0
142,225,4.0
142,292,3.0
144,1,3.5
144,25,3.0
144,34,3.0
144,150,3.0
144,253,4.5
144,357,4.0
144,377,3.5
144,592,3.5
144,593,4.5
144,597,3.0
145,231,3.0
147,168,0.5
148,356,4.0
150,25,4.0
150,494,3.0
152,318,3.5
155,153,3.0
156,296,5.0
156,348,3.0
156,370,3.5
156,376,3.5
156,500,2.0
160,1,4.0
160,434,3.0
160,527,5.0
161,1,4.0
162,16,5.0
162,266,4.0
165,110,4.0
166,17,4.0
166,527,4.5
169,34,4.0
169,60,4.0
170,168,4.0
170,344,3.0
170,356,4.0
170,457,3.0
170,587,4.0
170,588,3.0
170,594,3.0
171,1,5.0
171,260,4.0
171,296,5.0
171,318,5.0
171,471,3.0
171,485,5.0
173,329,4.0
173,587,3.0
173,592,3.0
174,50,3.0
174,196,2.0
174,225,3.0
174,350,4.0
174,553,5.0
174,590,4.0
176,47,5.0
176,110,5.0
176,231,4.0
176,434,4.0
176,485,3.0
177,235,3.0
177,356,5.0
177,594,4.0
178,10,4.0
178,296,4.5
179,231,3.0
179,318,5.0
179,380,4.0
179,589,5.0
180,260,4.5
181,122,3.0
181,151,3.0
181,170,3.0
181,191,1.0
182,18,5.0
182,100,3.0
182,370,0.5
182,377,2.5
182,441,4.0
182,610,3.0
186,541,4.0
187,110,3.0
187,247,4.0
187,541,4.5
189,318,4.0
191,21,4.0
191,39,1.0
191,47,4.0
193,527,4.0
194,315,3.5
195,16,4.0
195,50,5.0
195,70,4.0
195,165,2.0
195,235,5.0
197,541,5.0
198,47,5.0
198,266,4.0
198,480,3.0
199,266,2.0
199,497,3.0
200,150,4.0
203,420,3.0
208,457,3.0
210,589,4.0
211,260,4.5
212,260,2.5
215,318,5.0
216,364,3.0
216,497,4.0
217,44,2.0
217,95,3.0
217,357,3.0
217,494,4.0
217,590,4.0
217,594,3.0
219,223,4.0
219,589,4.5
220,223,5.0
220,296,5.0
220,364,4.5
222,508,3.5
223,34,1.0
226,10,4.0
226,44,3.5
226,69,4.0
226,153,4.0
226,160,3.0
226,364,3.5
226,441,4.5
227,110,3.5
227,589,3.5
227,593,4.5
228,260,4.5
229,434,3.0
229,509,3.0
230,34,2.0
230,380,3.0
230,586,3.5
232,39,3.0
232,104,3.5
232,588,3.0
233,364,3.5
234,588,5.0
235,355,3.0
235,380,4.0
235,515,3.0
235,594,4.0
239,587,3.5
239,590,4.0
240,380,3.0
240,457,3.0
241,593,4.5
242,208,4.0
242,434,4.0
242,588,3.0
243,153,4.0
243,161,5.0
244,329,3.0
244,349,4.0
246,17,5.0
